REP,ROW,TREAT_NAME,CONCATENATE TREATMENT,TREE_NMBR,SPECIES,DATE,HT,DIAM,DATE,BROWSE Y/N,MORT Y/N,HT,INITIAL & CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT,DATE,BROWSE Y/N,MORT Y/N,HT,CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT,DATE,BROWSE Y/N,MORT Y/N,HT,CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT
CENTURY,D,WRC CTRL,WRC CTRL,13,WRC,4/4/2015,21.59,3.302,4/22/2015,,,,21.59,0,0,0,6/2/2015,Y,,19.304,19.304,2.286,1,0,8/17/2015,Y,,19,19,0.304,1,0
CENTURY,D,WRC CTRL,WRC CTRL,14,WRC,4/4/2015,31.496,5.334,4/22/2015,Y,,19.05,19.05,12.446,1,0,6/2/2015,Y,,26.67,26.67,4.826,1,0,8/17/2015,Y,,29,29,0,1,0
CENTURY,D,WRC CTRL,WRC CTRL,15,WRC,4/4/2015,24.638,4.318,4/22/2015,Y,,13.97,13.97,10.668,1,0,6/2/2015,Y,,19.812,19.812,4.826,1,0,8/17/2015,Y,,16,16,3.812,1,0
CENTURY,D,WRC CTRL,WRC CTRL,16,WRC,4/4/2015,26.416,3.556,4/22/2015,Y,,19.558,19.558,6.858,1,0,6/2/2015,Y,,25.654,25.654,0.762,1,0,8/17/2015,Y,,15,15,10.654,1,0
CENTURY,D,WRC CTRL,WRC CTRL,17,WRC,4/4/2015,21.336,3.81,4/22/2015,,,,21.336,0,0,0,6/2/2015,Y,,19.304,19.304,2.032,1,0,8/17/2015,Y,,22,22,0,1,0
CENTURY,D,WRC CTRL,WRC CTRL,18,WRC,4/4/2015,21.082,2.54,4/22/2015,,,,21.082,0,0,0,6/2/2015,,,32.766,32.766,0,0,0,8/17/2015,Y,,36,36,0,1,0
CENTURY,D,WRC CTRL,WRC CTRL,19,WRC,4/4/2015,21.082,3.048,4/22/2015,,,,21.082,0,0,0,6/2/2015,Y,,15.24,15.24,5.842,1,0,8/17/2015,Y,,14,14,1.24,1,0
CENTURY,D,WRC CTRL,WRC CTRL,20,WRC,4/4/2015,26.162,3.302,4/22/2015,,,,26.162,0,0,0,6/2/2015,,,32.512,32.512,0,0,0,8/17/2015,,,34,34,0,0,0
CENTURY,E,SS CTRL,SS CTRL,1,SS,4/4/2015,39.116,6.096,4/22/2015,,,,39.116,0,0,0,6/2/2015,,,52.07,52.07,0,0,0,8/17/2015,,,65,65,0,0,0
CENTURY,E,SS CTRL,SS CTRL,2,SS,4/4/2015,48.26,5.334,4/22/2015,,,,48.26,0,0,0,6/2/2015,,,57.15,57.15,0,0,0,8/17/2015,,,61,61,0,0,0
CENTURY,E,SS CTRL,SS CTRL,3,SS,4/4/2015,44.196,482.6,4/22/2015,,,,44.196,0,0,0,6/2/2015,,,51.308,51.308,0,0,0,8/17/2015,,,64,64,0,0,0
CENTURY,E,SS CTRL,SS CTRL,4,SS,4/4/2015,52.07,5.588,4/22/2015,,,,52.07,0,0,0,6/2/2015,,,66.04,66.04,0,0,0,8/17/2015,,,83,83,0,0,0
CENTURY,E,SS CTRL,SS CTRL,5,SS,4/4/2015,38.1,4.826,4/22/2015,,,,38.1,0,0,0,6/2/2015,,,44.704,44.704,0,0,0,8/17/2015,,,61,61,0,0,0
CENTURY,E,SS CTRL,SS CTRL,6,SS,4/4/2015,36.576,4.064,4/22/2015,,,,36.576,0,0,0,6/2/2015,,,45.72,45.72,0,0,0,8/17/2015,,,52,52,0,0,0
CENTURY,E,SS CTRL,SS CTRL,7,SS,4/4/2015,35.56,4.318,4/22/2015,,,,35.56,0,0,0,6/2/2015,,,46.228,46.228,0,0,0,8/17/2015,,,57,57,0,0,0
CENTURY,E,SS CTRL,SS CTRL,8,SS,4/4/2015,43.18,6.096,4/22/2015,,,,43.18,0,0,0,6/2/2015,,,48.006,48.006,0,0,0,8/17/2015,,,61,61,0,0,0
CENTURY,E,SS CTRL,SS CTRL,9,SS,4/4/2015,50.8,5.08,4/22/2015,,,,50.8,0,0,0,6/2/2015,,,57.15,57.15,0,0,0,8/17/2015,,,71,71,0,0,0
CENTURY,E,SS CTRL,SS CTRL,10,SS,4/4/2015,45.72,6.604,4/22/2015,,,,45.72,0,0,0,6/2/2015,,,54.61,54.61,0,0,0,8/17/2015,,,73,73,0,0,0
CENTURY,E,SS CTRL,SS CTRL,11,SS,4/4/2015,43.942,4.572,4/22/2015,,,,43.942,0,0,0,6/2/2015,,,50.546,50.546,0,0,0,8/17/2015,,,58,58,0,0,0
CENTURY,E,SS CTRL,SS CTRL,12,SS,4/4/2015,40.64,7.112,4/22/2015,,,,40.64,0,0,0,6/2/2015,,,52.578,52.578,0,0,0,8/17/2015,,,57,57,0,0,0
CENTURY,E,SS CTRL,SS CTRL,13,SS,4/4/2015,48.26,5.08,4/22/2015,,,,48.26,0,0,0,6/2/2015,,,51.054,51.054,0,0,0,8/17/2015,,,59,59,0,0,0
CENTURY,E,SS CTRL,SS CTRL,14,SS,4/4/2015,49.53,5.08,4/22/2015,,,,49.53,0,0,0,6/2/2015,,,58.42,58.42,0,0,0,8/17/2015,,,67,67,0,0,0
CENTURY,E,SS CTRL,SS CTRL,15,SS,4/4/2015,45.72,4.826,4/22/2015,,,,45.72,0,0,0,6/2/2015,,,58.928,58.928,0,0,0,8/17/2015,,,65,65,0,0,0
CENTURY,E,SS CTRL,SS CTRL,16,SS,4/4/2015,45.72,4.826,4/22/2015,,,,45.72,0,0,0,6/2/2015,,,58.166,58.166,0,0,0,8/17/2015,,,63,63,0,0,0
CENTURY,E,SS CTRL,SS CTRL,17,SS,4/4/2015,43.434,6.35,4/22/2015,,,,43.434,0,0,0,6/2/2015,,,53.594,53.594,0,0,0,8/17/2015,,,61,61,0,0,0
CENTURY,E,SS CTRL,SS CTRL,18,SS,4/4/2015,38.1,6.604,4/22/2015,,,,38.1,0,0,0,6/2/2015,,,56.134,56.134,0,0,0,8/17/2015,,,66,66,0,0,0
CENTURY,E,SS CTRL,SS CTRL,19,SS,4/4/2015,53.34,4.572,4/22/2015,,,,53.34,0,0,0,6/2/2015,,,49.276,49.276,0,0,0,8/17/2015,,,56,56,0,0,0
CENTURY,E,SS CTRL,SS CTRL,20,SS,4/4/2015,40.64,3.302,4/22/2015,,,,40.64,0,0,0,6/2/2015,,,62.23,62.23,0,0,0,8/17/2015,,,64,64,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,1,WRC,4/4/2015,34.798,3.556,4/22/2015,,,,34.798,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,,,53,53,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,2,WRC,4/4/2015,33.274,2.286,4/22/2015,,,,33.274,0,0,0,6/2/2015,,,39.37,39.37,0,0,0,8/17/2015,,,46,46,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,3,WRC,4/4/2015,29.718,3.302,4/22/2015,,,,29.718,0,0,0,6/2/2015,,,38.354,38.354,0,0,0,8/17/2015,,,56,56,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,4,WRC,4/4/2015,41.91,4.064,4/22/2015,,,,41.91,0,0,0,6/2/2015,,,55.626,55.626,0,0,0,8/17/2015,,,51,51,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,5,WRC,4/4/2015,26.67,3.048,4/22/2015,,,,26.67,0,0,0,6/2/2015,,,33.274,33.274,0,0,0,8/17/2015,,,42,42,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,6,WRC,4/4/2015,23.368,3.556,4/22/2015,,,,23.368,0,0,0,6/2/2015,,,25.4,25.4,0,0,0,8/17/2015,,,33,33,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,7,WRC,4/4/2015,39.37,3.81,4/22/2015,,,,39.37,0,0,0,6/2/2015,,,45.72,45.72,0,0,0,8/17/2015,,,45,45,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,8,WRC,4/4/2015,29.464,2.54,4/22/2015,,,,29.464,0,0,0,6/2/2015,,,29.972,29.972,0,0,0,8/17/2015,,,36,36,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,9,WRC,4/4/2015,30.48,2.54,4/22/2015,,,,30.48,0,0,0,6/2/2015,,,30.48,30.48,0,0,0,8/17/2015,,Y,28,28,0,0,1
CENTURY,F,FENCE CTRL,FENCE CTRL,10,WRC,4/4/2015,25.908,4.826,4/22/2015,,,,25.908,0,0,0,6/2/2015,,,28.448,28.448,0,0,0,8/17/2015,,,33,33,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,11,WRC,4/4/2015,24.638,3.048,4/22/2015,,,,24.638,0,0,0,6/2/2015,,,26.416,26.416,0,0,0,8/17/2015,,,26,26,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,12,WRC,4/4/2015,19.05,4.318,4/22/2015,,,,19.05,0,0,0,6/2/2015,,,24.384,24.384,0,0,0,8/17/2015,,,26,26,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,13,WRC,4/4/2015,15.494,2.794,4/22/2015,,,,15.494,0,0,0,6/2/2015,,,19.812,19.812,0,0,0,8/17/2015,,,29,29,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,14,WRC,4/4/2015,33.02,3.048,4/22/2015,,,,33.02,0,0,0,6/2/2015,,,34.29,34.29,0,0,0,8/17/2015,,,45,45,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,15,WRC,4/4/2015,24.638,4.318,4/22/2015,,,,24.638,0,0,0,6/2/2015,,,27.94,27.94,0,0,0,8/17/2015,,,27,27,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,16,WRC,4/4/2015,22.098,3.048,4/22/2015,,,,22.098,0,0,0,6/2/2015,,,22.86,22.86,0,0,0,8/17/2015,,,28,28,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,17,WRC,4/4/2015,25.908,2.794,4/22/2015,,,,25.908,0,0,0,6/2/2015,,,30.734,30.734,0,0,0,8/17/2015,,,35,35,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,18,WRC,4/4/2015,31.75,4.064,4/22/2015,,,,31.75,0,0,0,6/2/2015,,,34.798,34.798,0,0,0,8/17/2015,,,40,40,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,19,WRC,4/4/2015,40.64,2.794,4/22/2015,,,,40.64,0,0,0,6/2/2015,,,41.148,41.148,0,0,0,8/17/2015,,,44,44,0,0,0
CENTURY,F,FENCE CTRL,FENCE CTRL,20,WRC,4/4/2015,25.4,2.794,4/22/2015,,,,25.4,0,0,0,6/2/2015,,Y,22.098,22.098,0,0,1,8/17/2015,,Y,20,20,0,0,1
1000 SWITCHBACK,A,SS CTRL,SS CTRL,1,SS,4/2/2015,41.91,5.08,4/10/2015,,,,41.91,0,0,0,6/2/2015,,,53.594,53.594,0,0,0,8/17/2015,,,60,60,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,2,SS,4/2/2015,38.1,4.826,4/10/2015,,,,38.1,0,0,0,6/2/2015,,,48.006,48.006,0,0,0,8/17/2015,,,53,53,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,3,SS,4/2/2015,52.07,5.842,4/10/2015,,,,52.07,0,0,0,6/2/2015,,,63.246,63.246,0,0,0,8/17/2015,,,74,74,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,4,SS,4/2/2015,48.514,4.826,4/10/2015,,,,48.514,0,0,0,6/2/2015,,,51.816,51.816,0,0,0,8/17/2015,,,57,57,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,5,SS,4/2/2015,40.132,3.81,4/10/2015,,,,40.132,0,0,0,6/2/2015,,,52.07,52.07,0,0,0,8/17/2015,,,59,59,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,6,SS,4/2/2015,43.18,4.826,4/10/2015,,,,43.18,0,0,0,6/2/2015,,,53.34,53.34,0,0,0,8/17/2015,,,62,62,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,7,SS,4/2/2015,48.514,5.588,4/10/2015,,,,48.514,0,0,0,6/2/2015,,,57.15,57.15,0,0,0,8/17/2015,,,63,63,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,8,SS,4/2/2015,50.292,4.826,4/10/2015,,,,50.292,0,0,0,6/2/2015,,,58.42,58.42,0,0,0,8/17/2015,,,66,66,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,9,SS,4/2/2015,49.276,4.572,4/10/2015,,,,49.276,0,0,0,6/2/2015,,,60.96,60.96,0,0,0,8/17/2015,,,67,67,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,10,SS,4/2/2015,44.45,4.318,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,50.292,50.292,0,0,0,8/17/2015,,,56,56,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,11,SS,4/2/2015,45.72,4.064,4/10/2015,,,,45.72,0,0,0,6/2/2015,,,52.324,52.324,0,0,0,8/17/2015,,,60.5,60.5,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,12,SS,4/2/2015,44.45,4.318,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,55.626,55.626,0,0,0,8/17/2015,,,63,63,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,13,SS,4/2/2015,45.72,3.81,4/10/2015,,,,45.72,0,0,0,6/2/2015,,,50.546,50.546,0,0,0,8/17/2015,,,62,62,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,14,SS,4/2/2015,44.45,5.08,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,49.022,49.022,0,0,0,8/17/2015,,,53,53,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,15,SS,4/2/2015,43.942,5.08,4/10/2015,,,,43.942,0,0,0,6/2/2015,,,51.562,51.562,0,0,0,8/17/2015,,,59,59,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,16,SS,4/2/2015,49.53,4.318,4/10/2015,,,,49.53,0,0,0,6/2/2015,,,57.912,57.912,0,0,0,8/17/2015,,,67,67,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,17,SS,4/2/2015,50.8,4.826,4/10/2015,,,,50.8,0,0,0,6/2/2015,,,58.166,58.166,0,0,0,8/17/2015,,,65,65,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,18,SS,4/2/2015,41.402,4.064,4/10/2015,,,,41.402,0,0,0,6/2/2015,,,50.546,50.546,0,0,0,8/17/2015,,,57,57,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,19,SS,4/2/2015,46.482,4.064,4/10/2015,,,,46.482,0,0,0,6/2/2015,,,55.626,55.626,0,0,0,8/17/2015,,,65,65,0,0,0
1000 SWITCHBACK,A,SS CTRL,SS CTRL,20,SS,4/2/2015,47.752,4.826,4/10/2015,,,,47.752,0,0,0,6/2/2015,,,46.736,46.736,0,0,0,8/17/2015,,,57,57,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,1,WRC,4/2/2015,43.18,10.668,4/10/2015,,,,43.18,0,0,0,6/2/2015,Y,,45.974,45.974,0,1,0,8/17/2015,Y,Y,63,63,0,1,1
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,2,WRC,4/2/2015,38.354,4.826,4/10/2015,,,,38.354,0,0,0,6/2/2015,Y,,43.942,43.942,0,1,0,8/17/2015,,,58,58,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,3,WRC,4/2/2015,51.816,4.826,4/10/2015,,,,51.816,0,0,0,6/2/2015,Y,,53.594,53.594,0,1,0,8/17/2015,,,56,56,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,4,WRC,4/2/2015,27.432,3.302,4/10/2015,,,,27.432,0,0,0,6/2/2015,,,34.798,34.798,0,0,0,8/17/2015,,,59,59,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,5,WRC,4/2/2015,51.562,4.826,4/10/2015,,,,51.562,0,0,0,6/2/2015,Y,,58.928,58.928,0,1,0,8/17/2015,,,40,40,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,6,WRC,4/2/2015,35.814,3.302,4/10/2015,,,,35.814,0,0,0,6/2/2015,,,46.228,46.228,0,0,0,8/17/2015,,,51,51,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,7,WRC,4/2/2015,32.512,3.556,4/10/2015,,,,32.512,0,0,0,6/2/2015,,,38.354,38.354,0,0,0,8/17/2015,,,50,50,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,8,WRC,4/2/2015,22.86,3.048,4/10/2015,,,,22.86,0,0,0,6/2/2015,,,29.464,29.464,0,0,0,8/17/2015,,,31,31,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,9,WRC,4/2/2015,48.514,4.318,4/10/2015,,,,48.514,0,0,0,6/2/2015,Y,,53.34,53.34,0,1,0,8/17/2015,Y,,57,57,0,1,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,10,WRC,4/2/2015,34.29,3.302,4/10/2015,,,,34.29,0,0,0,6/2/2015,,,33.274,33.274,0,0,0,8/17/2015,,,37,37,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,11,WRC,4/2/2015,41.91,4.318,4/10/2015,,,,41.91,0,0,0,6/2/2015,,,42.672,42.672,0,0,0,8/17/2015,,,38,38,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,12,WRC,4/2/2015,29.21,3.048,4/10/2015,,,,29.21,0,0,0,6/2/2015,,,28.956,28.956,0,0,0,8/17/2015,,,40,40,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,13,WRC,4/2/2015,32.004,3.556,4/10/2015,,,,32.004,0,0,0,6/2/2015,,,36.83,36.83,0,0,0,8/17/2015,,,44,44,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,14,WRC,4/2/2015,22.86,3.302,4/10/2015,,,,22.86,0,0,0,6/2/2015,,,24.384,24.384,0,0,0,8/17/2015,,,22,22,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,15,WRC,4/2/2015,34.29,4.064,4/10/2015,,,,34.29,0,0,0,6/2/2015,,,36.068,36.068,0,0,0,8/17/2015,Y,,42,42,0,1,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,16,WRC,4/2/2015,45.72,6.096,4/10/2015,,,,45.72,0,0,0,6/2/2015,,,51.054,51.054,0,0,0,8/17/2015,,,51,51,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,17,WRC,4/2/2015,26.67,4.064,4/10/2015,,,,26.67,0,0,0,6/2/2015,,,29.21,29.21,0,0,0,8/17/2015,Y,,34,34,0,1,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,18,WRC,4/2/2015,22.352,2.54,4/10/2015,,,,22.352,0,0,0,6/2/2015,,,22.098,22.098,0,0,0,8/17/2015,,,21,21,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,19,WRC,4/2/2015,37.592,2.8194,4/10/2015,,,,37.592,0,0,0,6/2/2015,Y,,38.608,38.608,0,1,0,8/17/2015,Y,,45,45,0,1,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING WRC,20,WRC,4/2/2015,20.32,2.286,4/10/2015,,,,20.32,0,0,0,6/2/2015,,Y,19.558,19.558,0,0,1,8/17/2015,,,13,13,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,1,SS,4/2/2015,42.672,2.54,4/10/2015,,,,42.672,0,0,0,6/2/2015,,,49.53,49.53,0,0,0,8/17/2015,,,58,58,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,2,SS,4/2/2015,43.18,2.794,4/10/2015,,,,43.18,0,0,0,6/2/2015,,,53.848,53.848,0,0,0,8/17/2015,,,66,66,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,3,SS,4/2/2015,46.99,4.318,4/10/2015,,,,46.99,0,0,0,6/2/2015,,,54.864,54.864,0,0,0,8/17/2015,,,62,62,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,4,SS,4/2/2015,41.402,4.572,4/10/2015,,,,41.402,0,0,0,6/2/2015,,,51.562,51.562,0,0,0,8/17/2015,,,59,59,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,5,SS,4/2/2015,49.276,4.064,4/10/2015,,,,49.276,0,0,0,6/2/2015,,,50.292,50.292,0,0,0,8/17/2015,,,58.5,58.5,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,6,SS,4/2/2015,44.45,5.588,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,56.388,56.388,0,0,0,8/17/2015,,,71,71,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,7,SS,4/2/2015,39.37,4.572,4/10/2015,,,,39.37,0,0,0,6/2/2015,,,48.006,48.006,0,0,0,8/17/2015,,,54,54,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,8,SS,4/2/2015,52.324,5.08,4/10/2015,,,,52.324,0,0,0,6/2/2015,,,62.23,62.23,0,0,0,8/17/2015,,,66,66,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,9,SS,4/2/2015,45.974,4.572,4/10/2015,,,,45.974,0,0,0,6/2/2015,,,52.832,52.832,0,0,0,8/17/2015,,,65,65,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,10,SS,4/2/2015,43.942,4.826,4/10/2015,,,,43.942,0,0,0,6/2/2015,,,47.752,47.752,0,0,0,8/17/2015,,,55,55,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,11,SS,4/2/2015,40.894,4.318,4/10/2015,,,,40.894,0,0,0,6/2/2015,,,48.768,48.768,0,0,0,8/17/2015,,,51,51,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,12,SS,4/2/2015,44.45,3.81,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,55.626,55.626,0,0,0,8/17/2015,,,72,72,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,13,SS,4/2/2015,38.1,3.81,4/10/2015,,,,38.1,0,0,0,6/2/2015,,,42.926,42.926,0,0,0,8/17/2015,,,48,48,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,14,SS,4/2/2015,35.56,4.572,4/10/2015,,,,35.56,0,0,0,6/2/2015,,,45.466,45.466,0,0,0,8/17/2015,,,52,52,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,15,SS,4/2/2015,41.402,4.064,4/10/2015,,,,41.402,0,0,0,6/2/2015,,,56.388,56.388,0,0,0,8/17/2015,,,64,64,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,16,SS,4/2/2015,51.562,4.3688,4/10/2015,,,,51.562,0,0,0,6/2/2015,,,61.722,61.722,0,0,0,8/17/2015,,,63,63,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,17,SS,4/2/2015,37.084,3.302,4/10/2015,,,,37.084,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,,,50,50,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,18,SS,4/2/2015,34.544,4.318,4/10/2015,,,,34.544,0,0,0,6/2/2015,,,35.56,35.56,0,0,0,8/17/2015,,,38,38,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,19,SS,4/2/2015,44.704,3.81,4/10/2015,,,,44.704,0,0,0,6/2/2015,,,49.53,49.53,0,0,0,8/17/2015,,,53,53,0,0,0
1000 SWITCHBACK,B,CO-PLANTING,CO-PLANTING SS,20,SS,4/2/2015,40.64,4.318,4/10/2015,,,,40.64,0,0,0,6/2/2015,,,42.164,42.164,0,0,0,8/17/2015,,,47,47,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,1,WRC,4/2/2015,36.322,6.096,4/10/2015,,,,36.322,0,0,0,6/2/2015,,,41.91,41.91,0,0,0,8/17/2015,,,52,52,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,2,WRC,4/2/2015,31.242,3.81,4/10/2015,,,,31.242,0,0,0,6/2/2015,,,36.322,36.322,0,0,0,8/17/2015,,,40,40,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,3,WRC,4/2/2015,46.482,4.826,4/10/2015,,,,46.482,0,0,0,6/2/2015,Y,,40.64,40.64,5.842,1,0,8/17/2015,Y,,47,47,0,1,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,4,WRC,4/2/2015,43.942,5.842,4/10/2015,,,,43.942,0,0,0,6/2/2015,,,50.8,50.8,0,0,0,8/17/2015,,,66,66,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,5,WRC,4/2/2015,34.29,4.826,4/10/2015,,,,34.29,0,0,0,6/2/2015,Y,,41.91,41.91,0,1,0,8/17/2015,Y,,47.5,47.5,0,1,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,6,WRC,4/2/2015,21.082,533.4,4/10/2015,,,,21.082,0,0,0,6/2/2015,,,23.114,23.114,0,0,0,8/17/2015,Y,Y,15,15,8.114,1,1
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,7,WRC,4/2/2015,26.162,3.556,4/10/2015,,,,26.162,0,0,0,6/2/2015,,,29.21,29.21,0,0,0,8/17/2015,Y,Y,20,20,9.21,1,1
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,8,WRC,4/2/2015,24.13,3.81,4/10/2015,,,,24.13,0,0,0,6/2/2015,,,23.876,23.876,0,0,0,8/17/2015,,,30,30,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,9,WRC,4/2/2015,33.02,2.794,4/10/2015,,,,33.02,0,0,0,6/2/2015,,,35.814,35.814,0,0,0,8/17/2015,Y,,29,29,6.814,1,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,10,WRC,4/2/2015,40.894,5.588,4/10/2015,,,,40.894,0,0,0,6/2/2015,,,45.72,45.72,0,0,0,8/17/2015,Y,,42,42,3.72,1,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,11,WRC,4/2/2015,26.67,2.54,4/10/2015,,,,26.67,0,0,0,6/2/2015,,,30.48,30.48,0,0,0,8/17/2015,Y,,22,22,8.48,1,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,12,WRC,4/2/2015,44.45,4.826,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,46.99,46.99,0,0,0,8/17/2015,,,57,57,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,13,WRC,4/2/2015,26.162,3.048,4/10/2015,,,,26.162,0,0,0,6/2/2015,,,31.242,31.242,0,0,0,8/17/2015,Y,,34,34,0,1,0
